net_type,run_index,repetition_index,mutation_rate,Sch 1,R1,M1,B1,Sch 2,R2,M2,B2,interaction,log(R1/R2),log(M1/M2),log(B1/B2),am,ar,ai,log(b),(log(M1/M2))^2,(log(R1/R2)) * (log(M1/M2)),(log(R1/R1))^2,Changeovers,A,B,C,G,B^2 - 4AC
3,13,0,0.1,VI 70,232,1.052631579,2308,VI 70,165,0.64516129,964,0.031466857,0.148004041,0.212608093,0.379158771,0.832014434,1.106902949,0.113512957,0.008984427,0.045202201,0.031466857,0.021905196,662,-246.9003911,-17.52935489,-144.0768452,572.7661624,-141983.2394
3,10,0,0.1,VI 70,160,0.533333333,982,VI 70,234,1.6,2738,0.078770751,-0.165095875,-0.477121255,-0.445321956,0.035921963,0.016287746,0.047988839,0.011854397,0.227644692,0.078770751,0.027256648,515,17.82319929,43.88046796,95.99037042,16.46707907,
3,6,0,0.1,VI 45,287,0.64516129,1936,VI 95,144,1.052631579,1217,-0.063680249,0.299519405,-0.212608093,0.201614775,0.996559337,0.058134597,#N/A,#N/A,0.045202201,-0.063680249,0.089711874,545,0.924963749,46.25038063,#N/A,#N/A,
3,12,0,0.1,VI 70,195,0.8,1391,VI 70,218,0.8,1892,0,-0.048421882,0,-0.133594002,2027.491482,21,#N/A,#N/A,0,0,0.002344679,631,86.28824291,21,#N/A,#N/A,
3,11,0,0.1,VI 70,184,0.64516129,1246,VI 70,239,1.052631579,2314,0.024148044,-0.113580078,-0.212608093,-0.268845312,20.55652154,0.070972259,#N/A,#N/A,0.045202201,0.024148044,0.012900434,552,553736.9481,44921.05189,#N/A,#N/A,
3,7,0,0.1,VI 45,345,0.8,2704,VI 95,116,0.8,875,0,0.473361106,0,0.489998634,,,,,0,0,0.224070737,494,,,,,
3,5,0,0.1,VI 45,278,0.533333333,1512,VI 95,156,1.6,1892,-0.119719359,0.250920198,-0.477121255,-0.097369341,,,,,0.227644692,-0.119719359,0.062960946,593,,,,,
3,14,0,0.1,VI 70,261,1.6,3316,VI 70,149,0.533333333,632,0.116157192,0.243454239,0.477121255,0.719897444,,,,,0.227644692,0.116157192,0.059269966,500,,,,,
3,8,0,0.1,VI 45,362,1.052631579,3286,VI 95,126,0.64516129,762,0.097446373,0.458338025,0.212608093,0.634712588,,,,,0.045202201,0.097446373,0.210073746,525,,,,,
3,15,0,0.1,VI 95,107,0.533333333,447,VI 45,345,1.6,4272,0.242585297,-0.508435317,-0.477121255,-0.980323721,,,,,0.227644692,0.242585297,0.258506472,390,,,,,
3,9,0,0.1,VI 45,343,1.6,3978,VI 95,101,0.533333333,400,0.253338383,0.530972746,0.477121255,0.997604787,,,,,0.227644692,0.253338383,0.281932057,410,,,,,
3,0,0,0.1,VI 20,575,0.533333333,2740,VI 120,116,1.6,1301,-0.331699399,0.695209855,-0.477121255,0.323473266,,,,,0.227644692,-0.331699399,0.483316743,406,,,,,
3,1,0,0.1,VI 20,691,0.64516129,3876,VI 120,78,1.052631579,560,-0.201421387,0.947383445,-0.212608093,0.840195741,,,,,0.045202201,-0.201421387,0.897535391,351,,,,,
3,2,0,0.1,VI 20,781,0.8,5064,VI 120,60,0.8,276,0,1.114499783,0,1.263584615,,,,,0,0,1.242109767,262,,,,,
3,4,0,0.1,VI 20,833,1.6,7319,VI 120,33,0.533333333,58,0.668986531,1.402131062,0.477121255,2.101023754,,,,,0.227644692,0.668986531,1.965971514,98,,,,,
3,3,0,0.1,VI 20,813,1.052631579,5922,VI 120,53,0.64516129,213,0.252113797,1.185814676,0.212608093,1.4440888,,,,,0.045202201,0.252113797,1.406156446,192,,,,,
3,17,0,0.1,VI 95,143,0.8,1170,VI 45,293,0.8,2276,0,-0.311531583,0,-0.288986396,,,,,0,0,0.097051927,551,,,,,
3,19,0,0.1,VI 95,159,1.6,2109,VI 45,263,0.533333333,1314,-0.104278965,-0.218558624,0.477121255,0.205481215,,,,,0.227644692,-0.104278965,0.047767872,529,,,,,
3,16,0,0.1,VI 95,122,0.64516129,670,VI 45,358,1.052631579,3547,0.099399215,-0.467523196,-0.212608093,-0.723786386,,,,,0.045202201,0.099399215,0.218577939,466,,,,,
3,18,0,0.1,VI 95,148,1.052631579,1370,VI 45,302,0.64516129,1871,-0.065854342,-0.309745228,0.212608093,-0.13535322,,,,,0.045202201,-0.065854342,0.095942106,585,,,,,
3,22,0,0.1,VI 120,86,0.8,484,VI 20,694,0.8,4444,0,-0.906861019,0,-0.962928689,,,,,0,0,0.822396908,338,,,,,
3,24,0,0.1,VI 120,93,1.6,788,VI 20,666,0.533333333,3334,-0.407934513,-0.854991281,0.477121255,-0.626439378,,,,,0.227644692,-0.407934513,0.73101009,406,,,,,
3,21,0,0.1,VI 120,65,0.64516129,306,VI 20,780,1.052631579,5617,0.229442667,-1.079181246,-0.212608093,-1.263782997,,,,,0.045202201,0.229442667,1.164632162,240,,,,,
3,20,0,0.1,VI 120,40,0.533333333,102,VI 20,858,1.6,7329,0.635252262,-1.331427297,-0.477121255,-1.85644455,,,,,0.227644692,0.635252262,1.772698646,130,,,,,
3,23,0,0.1,VI 120,65,1.052631579,398,VI 20,767,0.64516129,4517,-0.227890789,-1.071882007,0.212608093,-1.054967018,,,,,0.045202201,-0.227890789,1.148931038,239,,,,,
